R_fighter;B_fighter;win_by;last_round;last_round_time;Format;Referee;date;location;Winner;weight_class;title_bout
Jason Lambert;Terry Martin;KO/TKO;2;2:37;3 Rnd (5-5-5);John McCarthy;April 15, 2006;Anaheim, California, USA;Jason Lambert;Light Heavyweight;False
Thiago Alves;Derrick Noble;KO/TKO;1;2:54;3 Rnd (5-5-5);Mario Yamasaki;April 15, 2006;Anaheim, California, USA;Thiago Alves;Welterweight;False
Stephan Bonnar;Keith Jardine;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;April 06, 2006;Las Vegas, Nevada, USA;Stephan Bonnar;Light Heavyweight;False
Rashad Evans;Sam Hoger;Decision - Split;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;April 06, 2006;Las Vegas, Nevada, USA;Rashad Evans;Light Heavyweight;False
Josh Neer;Joe Stevenson;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;April 06, 2006;Las Vegas, Nevada, USA;Josh Neer;Welterweight;False
Chris Leben;Luigi Fioravanti;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;April 06, 2006;Las Vegas, Nevada, USA;Chris Leben;Middleweight;False
Luke Cummo;Jason Von Flue;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;April 06, 2006;Las Vegas, Nevada, USA;Luke Cummo;Welterweight;False
Jon Fitch;Joshua Burkman;Submission;2;4:57;3 Rnd (5-5-5);Steve Mazzagatti;April 06, 2006;Las Vegas, Nevada, USA;Jon Fitch;Welterweight;False
Dan Christison;Brad Imes;Submission;3;3:37;3 Rnd (5-5-5);John McCarthy;April 06, 2006;Las Vegas, Nevada, USA;Dan Christison;Heavyweight;False
Josh Koscheck;Ansar Chalangov;Submission;1;3:29;3 Rnd (5-5-5);Herb Dean;April 06, 2006;Las Vegas, Nevada, USA;Josh Koscheck;Welterweight;False
Chael Sonnen;Trevor Prangley;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Mazzagatti;April 06, 2006;Las Vegas, Nevada, USA;Chael Sonnen;Middleweight;False
Rich Franklin;David Loiseau;Decision - Unanimous;5;5:00;5 Rnd (5-5-5-5-5);John McCarthy;March 04, 2006;Las Vegas, Nevada, USA;Rich Franklin;Middleweight;True
Mike Swick;Steve Vigneault;Submission;1;2:09;3 Rnd (5-5-5);Steve Mazzagatti;March 04, 2006;Las Vegas, Nevada, USA;Mike Swick;Middleweight;False
Georges St-Pierre;BJ Penn;Decision - Split;3;5:00;3 Rnd (5-5-5);Herb Dean;March 04, 2006;Las Vegas, Nevada, USA;Georges St-Pierre;Welterweight;False
Nate Marquardt;Joe Doerksen;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;March 04, 2006;Las Vegas, Nevada, USA;Nate Marquardt;Middleweight;False
Mark Hominick;Yves Edwards;Submission;2;1:52;3 Rnd (5-5-5);Mario Yamasaki;March 04, 2006;Las Vegas, Nevada, USA;Mark Hominick;Lightweight;False
Sam Stout;Spencer Fisher;Decision - Split;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;March 04, 2006;Las Vegas, Nevada, USA;Sam Stout;Lightweight;False
Jason Lambert;Rob MacDonald;Submission;1;1:54;3 Rnd (5-5-5);Herb Dean;March 04, 2006;Las Vegas, Nevada, USA;Jason Lambert;Light Heavyweight;False
Tom Murphy;Icho Larenas;KO/TKO;3;1:59;3 Rnd (5-5-5);Yves Lavigne;March 04, 2006;Las Vegas, Nevada, USA;Tom Murphy;Heavyweight;False
Chuck Liddell;Randy Couture;KO/TKO;2;1:28;5 Rnd (5-5-5-5-5);John McCarthy;February 04, 2006;Las Vegas, Nevada, USA;Chuck Liddell;Light Heavyweight;True
Brandon Vera;Justin Eilers;KO/TKO;1;1:25;3 Rnd (5-5-5);Mario Yamasaki;February 04, 2006;Las Vegas, Nevada, USA;Brandon Vera;Heavyweight;False
Marcio Cruz;Frank Mir;KO/TKO;1;4:10;3 Rnd (5-5-5);Herb Dean;February 04, 2006;Las Vegas, Nevada, USA;Marcio Cruz;Heavyweight;False
Renato Sobral;Mike van Arsdale;Submission;1;2:21;3 Rnd (5-5-5);John McCarthy;February 04, 2006;Las Vegas, Nevada, USA;Renato Sobral;Light Heavyweight;False
Joe Riggs;Nick Diaz;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;February 04, 2006;Las Vegas, Nevada, USA;Joe Riggs;Welterweight;False
Alessio Sakara;Elvis Sinosic;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Mazzagatti;February 04, 2006;Las Vegas, Nevada, USA;Alessio Sakara;Light Heavyweight;False
Paul Buentello;Gilbert Aldana;KO/TKO;2;2:27;3 Rnd (5-5-5);John McCarthy;February 04, 2006;Las Vegas, Nevada, USA;Paul Buentello;Heavyweight;False
Jeff Monson;Branden Lee Hinkle;Submission;1;4:35;3 Rnd (5-5-5);Herb Dean;February 04, 2006;Las Vegas, Nevada, USA;Jeff Monson;Heavyweight;False
Keith Jardine;Mike Whitehead;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Mazzagatti;February 04, 2006;Las Vegas, Nevada, USA;Keith Jardine;Light Heavyweight;False
Tim Sylvia;Assuerio Silva;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;January 16, 2006;Las Vegas, Nevada, USA;Tim Sylvia;Heavyweight;False
Stephan Bonnar;James Irvin;Submission;1;4:30;3 Rnd (5-5-5);Herb Dean;January 16, 2006;Las Vegas, Nevada, USA;Stephan Bonnar;Light Heavyweight;False
Joshua Burkman;Drew Fickett;Submission;1;1:07;3 Rnd (5-5-5);Mario Yamasaki;January 16, 2006;Las Vegas, Nevada, USA;Joshua Burkman;Welterweight;False
Chris Leben;Jorge Rivera;KO/TKO;1;1:44;3 Rnd (5-5-5);John McCarthy;January 16, 2006;Las Vegas, Nevada, USA;Chris Leben;Middleweight;False
Josh Neer;Melvin Guillard;Submission;1;4:20;3 Rnd (5-5-5);Herb Dean;January 16, 2006;Las Vegas, Nevada, USA;Josh Neer;Welterweight;False
Duane Ludwig;Jonathan Goulet;KO/TKO;1;0:11;3 Rnd (5-5-5);Mario Yamasaki;January 16, 2006;Las Vegas, Nevada, USA;Duane Ludwig;Welterweight;False
Spencer Fisher;Aaron Riley;TKO - Doctor's Stoppage;1;5:00;3 Rnd (5-5-5);John McCarthy;January 16, 2006;Las Vegas, Nevada, USA;Spencer Fisher;Welterweight;False
Jason Von Flue;Alex Karalexis;Submission;3;1:17;3 Rnd (5-5-5);Steve Mazzagatti;January 16, 2006;Las Vegas, Nevada, USA;Jason Von Flue;Welterweight;False
Rich Franklin;Nate Quarry;KO/TKO;1;2:34;5 Rnd (5-5-5-5-5);John McCarthy;November 19, 2005;Las Vegas, Nevada, USA;Rich Franklin;Middleweight;True
Gabriel Gonzaga;Kevin Jordan;KO/TKO;3;4:39;3 Rnd (5-5-5);Herb Dean;November 19, 2005;Las Vegas, Nevada, USA;Gabriel Gonzaga;Heavyweight;False
Matt Hughes;Joe Riggs;Submission;1;3:28;3 Rnd (5-5-5);John McCarthy;November 19, 2005;Las Vegas, Nevada, USA;Matt Hughes;Welterweight;False
Georges St-Pierre;Sean Sherk;KO/TKO;2;2:53;3 Rnd (5-5-5);Herb Dean;November 19, 2005;Las Vegas, Nevada, USA;Georges St-Pierre;Welterweight;False
Jeremy Horn;Trevor Prangley;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;November 19, 2005;Las Vegas, Nevada, USA;Jeremy Horn;Middleweight;False
Sam Hoger;Jeff Newton;Submission;2;2:05;3 Rnd (5-5-5);Herb Dean;November 19, 2005;Las Vegas, Nevada, USA;Sam Hoger;Light Heavyweight;False
Thiago Alves;Ansar Chalangov;KO/TKO;1;2:25;3 Rnd (5-5-5);Mario Yamasaki;November 19, 2005;Las Vegas, Nevada, USA;Thiago Alves;Welterweight;False
Nick Thompson;Keith Wisniewski;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Mazzagatti;November 19, 2005;Las Vegas, Nevada, USA;Nick Thompson;Welterweight;False
Diego Sanchez;Nick Diaz;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;November 05, 2005;Las Vegas, Nevada, USA;Diego Sanchez;Welterweight;False
Rashad Evans;Brad Imes;Decision - Split;3;5:00;3 Rnd (5-5-5);Herb Dean;November 05, 2005;Las Vegas, Nevada, USA;Rashad Evans;Heavyweight;True
Joe Stevenson;Luke Cummo;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;November 05, 2005;Las Vegas, Nevada, USA;Joe Stevenson;Welterweight;True
Kenny Florian;Kit Cope;Submission;2;0:37;3 Rnd (5-5-5);Herb Dean;November 05, 2005;Las Vegas, Nevada, USA;Kenny Florian;Welterweight;False
Joshua Burkman;Sammy Morgan;KO/TKO;1;0:21;3 Rnd (5-5-5);Jon Schorle;November 05, 2005;Las Vegas, Nevada, USA;Joshua Burkman;Welterweight;False
Melvin Guillard;Marcus Davis;TKO - Doctor's Stoppage;2;2:55;3 Rnd (5-5-5);John McCarthy;November 05, 2005;Las Vegas, Nevada, USA;Melvin Guillard;Welterweight;False
Keith Jardine;Kerry Schall;KO/TKO;2;3:28;3 Rnd (5-5-5);Jon Schorle;November 05, 2005;Las Vegas, Nevada, USA;Keith Jardine;Heavyweight;False
Andrei Arlovski;Paul Buentello;KO/TKO;1;0:15;5 Rnd (5-5-5-5-5);John McCarthy;October 07, 2005;Uncasville, Connecticut, USA;Andrei Arlovski;Heavyweight;True
Branden Lee Hinkle;Sean Gannon;KO/TKO;1;4:14;3 Rnd (5-5-5);Herb Dean;October 07, 2005;Uncasville, Connecticut, USA;Branden Lee Hinkle;Heavyweight;False
Forrest Griffin;Elvis Sinosic;KO/TKO;1;3:30;3 Rnd (5-5-5);Mario Yamasaki;October 07, 2005;Uncasville, Connecticut, USA;Forrest Griffin;Light Heavyweight;False
Renato Sobral;Chael Sonnen;Submission;2;1:20;3 Rnd (5-5-5);Herb Dean;October 07, 2005;Uncasville, Connecticut, USA;Renato Sobral;Light Heavyweight;False
Joe Riggs;Chris Lytle;TKO - Doctor's Stoppage;2;2:00;3 Rnd (5-5-5);John McCarthy;October 07, 2005;Uncasville, Connecticut, USA;Joe Riggs;Welterweight;False
Jorge Rivera;Dennis Hallman;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;October 07, 2005;Uncasville, Connecticut, USA;Jorge Rivera;Middleweight;False
Marcio Cruz;Keigo Kunihara;Submission;2;1:02;3 Rnd (5-5-5);John McCarthy;October 07, 2005;Uncasville, Connecticut, USA;Marcio Cruz;Heavyweight;False
Alessio Sakara;Ron Faircloth;Could Not Continue;2;0:10;3 Rnd (5-5-5);Herb Dean;October 07, 2005;Uncasville, Connecticut, USA;;Light Heavyweight;False
David Loiseau;Evan Tanner;TKO - Doctor's Stoppage;2;4:15;3 Rnd (5-5-5);John McCarthy;October 03, 2005;Las Vegas, Nevada, USA;David Loiseau;Middleweight;False
Chris Leben;Edwin DeWees;Submission;1;3:26;3 Rnd (5-5-5);Herb Dean;October 03, 2005;Las Vegas, Nevada, USA;Chris Leben;Middleweight;False
Brandon Vera;Fabiano Scherner;KO/TKO;2;3:22;3 Rnd (5-5-5);Steve Mazzagatti;October 03, 2005;Las Vegas, Nevada, USA;Brandon Vera;Heavyweight;False
Drew Fickett;Josh Koscheck;Submission;3;4:28;3 Rnd (5-5-5);John McCarthy;October 03, 2005;Las Vegas, Nevada, USA;Drew Fickett;Welterweight;False
Spencer Fisher;Thiago Alves;Submission;2;4:43;3 Rnd (5-5-5);Herb Dean;October 03, 2005;Las Vegas, Nevada, USA;Spencer Fisher;Welterweight;False
Jon Fitch;Brock Larson;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Mazzagatti;October 03, 2005;Las Vegas, Nevada, USA;Jon Fitch;Middleweight;False
Jonathan Goulet;Jay Hieron;TKO - Doctor's Stoppage;3;1:05;3 Rnd (5-5-5);Jon Schorle;October 03, 2005;Las Vegas, Nevada, USA;Jonathan Goulet;Welterweight;False
Chuck Liddell;Jeremy Horn;KO/TKO;4;2:46;5 Rnd (5-5-5-5-5);John McCarthy;August 20, 2005;Las Vegas, Nevada, USA;Chuck Liddell;Light Heavyweight;True
Tim Sylvia;Tra Telligman;KO/TKO;1;4:59;3 Rnd (5-5-5);Mario Yamasaki;August 20, 2005;Las Vegas, Nevada, USA;Tim Sylvia;Heavyweight;False
Randy Couture;Mike van Arsdale;Submission;3;0:52;3 Rnd (5-5-5);Herb Dean;August 20, 2005;Las Vegas, Nevada, USA;Randy Couture;Light Heavyweight;False
Diego Sanchez;Brian Gassaway;KO/TKO;2;1:56;3 Rnd (5-5-5);Steve Mazzagatti;August 20, 2005;Las Vegas, Nevada, USA;Diego Sanchez;Welterweight;False
Georges St-Pierre;Frank Trigg;Submission;1;4:09;3 Rnd (5-5-5);John McCarthy;August 20, 2005;Las Vegas, Nevada, USA;Georges St-Pierre;Welterweight;False
Matt Lindland;Joe Doerksen;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;August 20, 2005;Las Vegas, Nevada, USA;Matt Lindland;Middleweight;False
Trevor Prangley;Travis Lutter;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;August 20, 2005;Las Vegas, Nevada, USA;Trevor Prangley;Middleweight;False
James Irvin;Terry Martin;KO/TKO;2;0:09;3 Rnd (5-5-5);Steve Mazzagatti;August 20, 2005;Las Vegas, Nevada, USA;James Irvin;Light Heavyweight;False
Nate Marquardt;Ivan Salaverry;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;August 06, 2005;Las Vegas, Nevada, USA;Nate Marquardt;Middleweight;False
Chris Leben;Patrick Cote;Decision - Split;3;5:00;3 Rnd (5-5-5);Herb Dean;August 06, 2005;Las Vegas, Nevada, USA;Chris Leben;Middleweight;False
Stephan Bonnar;Sam Hoger;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;August 06, 2005;Las Vegas, Nevada, USA;Stephan Bonnar;Light Heavyweight;False
Nate Quarry;Pete Sell;KO/TKO;1;0:42;3 Rnd (5-5-5);Cecil Peoples;August 06, 2005;Las Vegas, Nevada, USA;Nate Quarry;Middleweight;False
Josh Koscheck;Pete Spratt;Submission;1;1:53;3 Rnd (5-5-5);Steve Mazzagatti;August 06, 2005;Las Vegas, Nevada, USA;Josh Koscheck;Welterweight;False
Mike Swick;Gideon Ray;KO/TKO;1;0:22;3 Rnd (5-5-5);Herb Dean;August 06, 2005;Las Vegas, Nevada, USA;Mike Swick;Middleweight;False
Kenny Florian;Alex Karalexis;TKO - Doctor's Stoppage;2;2:52;3 Rnd (5-5-5);Cecil Peoples;August 06, 2005;Las Vegas, Nevada, USA;Kenny Florian;Welterweight;False
Drew Fickett;Josh Neer;Submission;1;1:35;3 Rnd (5-5-5);Steve Mazzagatti;August 06, 2005;Las Vegas, Nevada, USA;Drew Fickett;Welterweight;False
Andrei Arlovski;Justin Eilers;KO/TKO;1;4:10;5 Rnd (5-5-5-5-5);John McCarthy;June 04, 2005;Atlantic City, New Jersey, USA;Andrei Arlovski;Heavyweight;True
Karo Parisyan;Matt Serra;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Mario Yamasaki;June 04, 2005;Atlantic City, New Jersey, USA;Karo Parisyan;Welterweight;False
Rich Franklin;Evan Tanner;TKO - Doctor's Stoppage;4;3:25;5 Rnd (5-5-5-5-5);Herb Dean;June 04, 2005;Atlantic City, New Jersey, USA;Rich Franklin;Middleweight;True
Forrest Griffin;Bill Mahood;Submission;1;2:18;3 Rnd (5-5-5);Herb Dean;June 04, 2005;Atlantic City, New Jersey, USA;Forrest Griffin;Light Heavyweight;False
Paul Buentello;Kevin Jordan;Submission;1;4:00;3 Rnd (5-5-5);John McCarthy;June 04, 2005;Atlantic City, New Jersey, USA;Paul Buentello;Heavyweight;False
Nate Quarry;Shonie Carter;KO/TKO;1;2:37;3 Rnd (5-5-5);Mario Yamasaki;June 04, 2005;Atlantic City, New Jersey, USA;Nate Quarry;Middleweight;False
David Loiseau;Charles McCarthy;KO/TKO;2;2:10;3 Rnd (5-5-5);John McCarthy;June 04, 2005;Atlantic City, New Jersey, USA;David Loiseau;Middleweight;False
Nick Diaz;Koji Oishi;KO/TKO;1;1:24;3 Rnd (5-5-5);Mario Yamasaki;June 04, 2005;Atlantic City, New Jersey, USA;Nick Diaz;Welterweight;False
Chuck Liddell;Randy Couture;KO/TKO;1;2:06;5 Rnd (5-5-5-5-5);John McCarthy;April 16, 2005;Las Vegas, Nevada, USA;Chuck Liddell;Light Heavyweight;True
Renato Sobral;Travis Wiuff;Submission;2;0:24;3 Rnd (5-5-5);Herb Dean;April 16, 2005;Las Vegas, Nevada, USA;Renato Sobral;Light Heavyweight;False
Matt Hughes;Frank Trigg;Submission;1;4:05;5 Rnd (5-5-5-5-5);Mario Yamasaki;April 16, 2005;Las Vegas, Nevada, USA;Matt Hughes;Welterweight;True
Matt Lindland;Travis Lutter;Submission;2;3:13;3 Rnd (5-5-5);Steve Mazzagatti;April 16, 2005;Las Vegas, Nevada, USA;Matt Lindland;Middleweight;False
Georges St-Pierre;Jason Miller;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;April 16, 2005;Las Vegas, Nevada, USA;Georges St-Pierre;Welterweight;False
Ivan Salaverry;Joe Riggs;Submission;1;2:42;3 Rnd (5-5-5);Mario Yamasaki;April 16, 2005;Las Vegas, Nevada, USA;Ivan Salaverry;Middleweight;False
Joe Doerksen;Patrick Cote;Submission;3;2:35;3 Rnd (5-5-5);Herb Dean;April 16, 2005;Las Vegas, Nevada, USA;Joe Doerksen;Middleweight;False
Mike van Arsdale;John Marsh;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Steve Mazzagatti;April 16, 2005;Las Vegas, Nevada, USA;Mike van Arsdale;Heavyweight;False
Rich Franklin;Ken Shamrock;KO/TKO;1;2:42;3 Rnd (5-5-5);John McCarthy;April 09, 2005;Las Vegas, Nevada, USA;Rich Franklin;Light Heavyweight;False
Forrest Griffin;Stephan Bonnar;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);Herb Dean;April 09, 2005;Las Vegas, Nevada, USA;Forrest Griffin;Light Heavyweight;True
Diego Sanchez;Kenny Florian;KO/TKO;1;2:49;3 Rnd (5-5-5);Steve Mazzagatti;April 09, 2005;Las Vegas, Nevada, USA;Diego Sanchez;Middleweight;True
Sam Hoger;Bobby Southworth;Decision - Unanimous;3;5:00;3 Rnd (5-5-5);John McCarthy;April 09, 2005;Las Vegas, Nevada, USA;Sam Hoger;Light Heavyweight;False
Chris Leben;Jason Thacker;KO/TKO;1;1:35;3 Rnd (5-5-5);Herb Dean;April 09, 2005;Las Vegas, Nevada, USA;Chris Leben;Middleweight;False
Josh Koscheck;Chris Sanford;KO/TKO;1;4:21;3 Rnd (5-5-5);Steve Mazzagatti;April 09, 2005;Las Vegas, Nevada, USA;Josh Koscheck;Middleweight;False
Nate Quarry;Lodune Sincaid;KO/TKO;1;3:17;3 Rnd (5-5-5);John McCarthy;April 09, 2005;Las Vegas, Nevada, USA;Nate Quarry;Middleweight;False
Mike Swick;Alex Schoenauer;KO/TKO;1;0:20;3 Rnd (5-5-5);Herb Dean;April 09, 2005;Las Vegas, Nevada, USA;Mike Swick;Middleweight;False
Alex Karalexis;Josh Rafferty;KO/TKO;1;1:40;3 Rnd (5-5-5);Steve Mazzagatti;April 09, 2005;Las Vegas, Nevada, USA;Alex Karalexis;Welterweight;False
Tito Ortiz;Vitor Belfort;Decision - Split;3;5:00;3 Rnd (5-5-5);John McCarthy;February 05, 2005;Las Vegas, Nevada, USA;Tito Ortiz;Light Heavyweight;False
Pete Sell;Phil Baroni;Submission;3;4:19;3 Rnd (5-5-5);Mario Yamasaki;February 05, 2005;Las Vegas, Nevada, USA;Pete Sell;Middleweight;False
Andrei Arlovski;Tim Sylvia;Submission;1;0:47;5 Rnd (5-5-5-5-5);John McCarthy;February 05, 2005;Las Vegas, Nevada, USA;Andrei Arlovski;Heavyweight;True
Evan Tanner;David Terrell;KO/TKO;1;4:35;5 Rnd (5-5-5-5-5);Herb Dean;February 05, 2005;Las Vegas, Nevada, USA;Evan Tanner;Middleweight;True
